legacy_code,legacy_account_id,legacy_name,legacy_active,legacy_linked_contact_id,parent_code,line_count,sum_debit,sum_credit,net_dr_cr,derived_contact_code,derived_contact_id,derived_contact_name,derived_contact_type,ap_account_id,ap_code,ap_active,ap_linked_contact_id,ap_contact_type,verified_remap_to,ap_leaf_count_for_contact
210098,1a63e955-cf96-4d04-8e39-8320d972aa2c,SHIVAM INR,t,fc2b4c43-89d0-4555-830b-737bfe1aa4ed,2090,4,1412000.00,1412000.00,0.00,SUP-ZHD-0098,fc2b4c43-89d0-4555-830b-737bfe1aa4ed,SHIVAM INR,supplier,"","","","","","",0
210099,12e981a7-f92b-483d-8cbf-e0b34f1a9aa2,MARINE LHR,t,60f8f5f3-af82-408b-85d3-22b9055d7587,2090,7,298500.00,330700.00,-32200.00,SUP-ZHD-0099,60f8f5f3-af82-408b-85d3-22b9055d7587,MARINE LHR,supplier,"","","","","","",0
210101,bfc3f182-c391-4722-87ab-836f1d86a483,SHABIR TR,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0101,ea70aa15-b744-49ea-8af4-e811b4c46a13,SHABIR TR,supplier,74c8e15c-17fc-4f63-b00c-1f01dd191f81,AP-SUPZHD0101,true,ea70aa15-b744-49ea-8af4-e811b4c46a13,supplier,AP-SUPZHD0101,1
210121,17d36fab-46e1-412b-8e73-6cee64f4837f,HM IKRAM,t,1efcdc2a-e9d2-4a8e-89cb-120782a2ceff,2090,8,237000.00,237950.00,-950.00,SUP-ZHD-0121,1efcdc2a-e9d2-4a8e-89cb-120782a2ceff,HM IKRAM,supplier,"","","","","","",0
210122,b8bcf827-7b12-4109-8273-10f52b4527d4,AHMED BNRS,t,bc61d384-820d-489b-805d-a2f849f5a858,2090,2,105000.00,110000.00,-5000.00,SUP-ZHD-0122,bc61d384-820d-489b-805d-a2f849f5a858,AHMED BNRS,supplier,"","","","","","",0
210123,0e64b3f6-7fc4-4cd7-8bf1-facbc8aca3f5,HS LACE,t,e7df1340-0b33-48c8-8473-e06b35878fe9,2090,9,168000.00,169625.00,-1625.00,SUP-ZHD-0123,e7df1340-0b33-48c8-8473-e06b35878fe9,HS LACE,supplier,"","","","","","",0
210124,be710a8e-a80f-4339-8ba0-12dd1925a899,SARMAD BNRS,t,2797e326-7a62-45a0-8329-8a10715f84db,2090,2,142000.00,148299.00,-6299.00,SUP-ZHD-0124,2797e326-7a62-45a0-8329-8a10715f84db,SARMAD BNRS,supplier,"","","","","","",0
210125,43cc5a36-de2f-4ea9-8407-04e812ca7695,HAFIZ SUFYAN GUJ,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0125,867bc8d3-28c7-471b-80bc-6cfc97afe61f,HAFIZ SUFYAN GUJ,supplier,ed742718-5dec-4d59-a1a4-3b112745daf7,AP-SUPZHD0125,true,867bc8d3-28c7-471b-80bc-6cfc97afe61f,supplier,AP-SUPZHD0125,1
210126,0a434ea1-dc28-40d7-8878-eba9d122bf57,HAFIZ SAEED BNRS,t,251ec78b-335f-4291-8807-85fb59da7de8,2090,118,9331493.00,10132316.00,-800823.00,SUP-ZHD-0126,251ec78b-335f-4291-8807-85fb59da7de8,HAFIZ SAEED BNRS,supplier,"","","","","","",0
210127,a4a2a7cd-b529-4e4b-8744-1a177eee34c1,SALEEM BAHWL,t,122cbdbf-3119-463f-8358-86cf20f041e8,2090,4,535000.00,350000.00,185000.00,SUP-ZHD-0127,122cbdbf-3119-463f-8358-86cf20f041e8,SALEEM BAHWL,supplier,"","","","","","",0
210128,1da95543-be0b-4d5c-847a-c9c01ba9ffc9,KASHIF BAHWL,t,9952a870-ed1c-4ed5-86d2-367285a6b7f5,2090,2,115000.00,115000.00,0.00,SUP-ZHD-0128,9952a870-ed1c-4ed5-86d2-367285a6b7f5,KASHIF BAHWL,supplier,"","","","","","",0
210129,e914121f-aa31-45d4-8939-0fd5d1fb3310,SHELIA MUKESH,t,b5eabb4d-efbc-440e-8e54-f0d23d73912a,2090,2,200000.00,200000.00,0.00,SUP-ZHD-0129,b5eabb4d-efbc-440e-8e54-f0d23d73912a,SHELIA MUKESH,supplier,"","","","","","",0
210130,fb9cdbba-8545-438c-8ce8-eb5f7c7bfd62,YADGAR BAHWL,t,3afef9ef-b014-44e9-8cc3-c6930d15062d,2090,2,290000.00,290000.00,0.00,SUP-ZHD-0130,3afef9ef-b014-44e9-8cc3-c6930d15062d,YADGAR BAHWL,supplier,"","","","","","",0
210131,981bb03c-e517-479f-8b30-4c4b64cf11d6,TAHIRA MULTAN,t,2c1510b5-863c-40f8-8f24-8e0db7a319dd,2090,2,500000.00,500000.00,0.00,SUP-ZHD-0131,2c1510b5-863c-40f8-8f24-8e0db7a319dd,TAHIRA MULTAN,supplier,"","","","","","",0
210135,74e8d28b-0612-4333-8743-cfa17780a36c,RASHID MUKESH,t,1d750780-997a-44ce-86b3-5876582e469a,2090,7,1400000.00,300000.00,1100000.00,SUP-ZHD-0135,1d750780-997a-44ce-86b3-5876582e469a,RASHID MUKESH,supplier,"","","","","","",0
210136,ed9a91f7-7e24-453d-8ac1-4e01cf6646a4,AMJID KG SLM,t,14b905e8-2de6-4b85-8d7c-21efbc65dbe9,2090,10,3400000.00,2200000.00,1200000.00,SUP-ZHD-0136,14b905e8-2de6-4b85-8d7c-21efbc65dbe9,AMJID KG SLM,supplier,"","","","","","",0
210137,ea65ee8e-a8ec-4a79-8ca7-c2d46d3cac4d,MALIK SHWL INR,t,ca51037b-2f84-48af-8d58-4e69e9fa1ee1,2090,2,1497000.00,1497000.00,0.00,SUP-ZHD-0137,ca51037b-2f84-48af-8d58-4e69e9fa1ee1,MALIK SHWL INR,supplier,"","","","","","",0
210138,14aaa4ec-2d38-46c1-8029-18e43b6e2c6c,SILKO GUJ,t,973ffe2f-adb5-4e82-8e9d-8053e09cee3c,2090,2,300000.00,300000.00,0.00,SUP-ZHD-0138,973ffe2f-adb5-4e82-8e9d-8053e09cee3c,SILKO GUJ,supplier,"","","","","","",0
210139,aadb7324-5799-4f68-8bbb-1927ebb1c217,SR BUTTON SLM,t,af8e5f20-4c5f-4d96-80b0-9f14be3df15b,2090,8,264000.00,208500.00,55500.00,SUP-ZHD-0139,af8e5f20-4c5f-4d96-80b0-9f14be3df15b,SR BUTTON SLM,supplier,"","","","","","",0
210140,4c499147-3024-42ad-8fc0-b8db36610144,GALAXY LACE,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0140,f974b0e6-1e82-4738-8c9c-d6aaaeebc4a2,GALAXY LACE,supplier,11ac1efb-fb5e-4053-80c3-81307504142b,AP-SUPZHD0140,true,f974b0e6-1e82-4738-8c9c-d6aaaeebc4a2,supplier,AP-SUPZHD0140,1
210141,326c3c62-eb18-4c3d-8e06-d66ea86569ac,ALL U DIN BNRS,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0141,cc71d22a-5c4c-4a4f-8261-1e3fe2f42d37,ALL U DIN BNRS,supplier,7f289fb7-95c4-4f16-ae65-6ff7d423c9a7,AP-SUPZHD0141,true,cc71d22a-5c4c-4a4f-8261-1e3fe2f42d37,supplier,AP-SUPZHD0141,1
210142,4203554e-1b1b-4086-83b2-1a362904ad97,SILK ASIA BNRS,t,2cb9594f-6bbb-4cf3-8ef2-927dcf722017,2090,2,38000.00,38000.00,0.00,SUP-ZHD-0142,2cb9594f-6bbb-4cf3-8ef2-927dcf722017,SILK ASIA BNRS,supplier,"","","","","","",0
210143,f2660b41-3fa2-475c-8147-e42ff56844bb,NAEEM KG SLM,t,54a82376-64ce-47c1-8194-223d43575d68,2090,2,170000.00,170000.00,0.00,SUP-ZHD-0143,54a82376-64ce-47c1-8194-223d43575d68,NAEEM KG SLM,supplier,"","","","","","",0
210144,93641f7b-1248-439d-811a-5c1e70ea5ef8,ALI BLOCK PRINT SLM,t,c47bbc7e-be81-4a10-8ff7-959f83d0f9f4,2090,5,500000.00,492100.00,7900.00,SUP-ZHD-0144,c47bbc7e-be81-4a10-8ff7-959f83d0f9f4,ALI BLOCK PRINT SLM,supplier,"","","","","","",0
210145,67b557e4-b9c1-4a35-83d3-c6d34f265cc8,SHABIR LWN FSD,t,c0211059-b6d9-4e7d-84f7-0bafc02e14c8,2090,2,232000.00,232000.00,0.00,SUP-ZHD-0145,c0211059-b6d9-4e7d-84f7-0bafc02e14c8,SHABIR LWN FSD,supplier,"","","","","","",0
210148,6a73865a-8071-4374-89e2-d54b20814454,NSR EMB LHR,t,59bd7002-a07b-45c2-8c6c-cd19edb2abea,2090,7,523000.00,15120.00,507880.00,SUP-ZHD-0148,59bd7002-a07b-45c2-8c6c-cd19edb2abea,NSR EMB LHR,supplier,"","","","","","",0
210149,9c34c779-6077-4383-871b-93b601c5314e,ALAM BNRS,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0149,c05df89a-45d2-47f9-8061-d2a81e88b533,ALAM BNRS,supplier,844b2c33-e427-4699-8337-f00aed6b89c3,AP-SUPZHD0149,true,c05df89a-45d2-47f9-8061-d2a81e88b533,supplier,AP-SUPZHD0149,1
210150,912c81c3-7f11-4ed6-852a-c783bf11bc8b,ALI RASHEED,t,bceb5cbb-ddab-4d19-89e0-1075a934fde9,2090,4,90000.00,90000.00,0.00,SUP-ZHD-0150,bceb5cbb-ddab-4d19-89e0-1075a934fde9,ALI RASHEED,supplier,"","","","","","",0
210151,ae87cf15-4841-46b8-8644-55a95f4573af,NEW,t,a1dacda3-26ca-415d-8ae3-a1c99030a7bf,2090,0,0.00,0.00,0.00,SUP-ZHD-0151,a1dacda3-26ca-415d-8ae3-a1c99030a7bf,NEW,supplier,"","","","","","",0
210152,67cc044d-20b9-42b7-817a-b10b1399b909,THAI CLOTH NOW,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0152,9eeb3036-d957-481b-823e-8ef1a279cb60,THAI CLOTH NOW,supplier,5d1d5d98-592e-4217-acc5-1a4c5b97bd5a,AP-SUPZHD0152,true,9eeb3036-d957-481b-823e-8ef1a279cb60,supplier,AP-SUPZHD0152,1
210154,36b925b9-a512-4131-8ae7-cb6507ff55e2,JAMSHID KHTK,t,daf7f2e8-24b3-4682-8a4a-8746ec334d9f,2090,34,804500.00,2566591.00,-1762091.00,SUP-ZHD-0154,daf7f2e8-24b3-4682-8a4a-8746ec334d9f,JAMSHID KHTK,supplier,"","","","","","",0
210155,e933a77d-090a-4383-81b4-c87adad95a4f,QASIR MUKESH,t,3b44922d-3de8-4a62-80bb-79b51e7ad5fa,2090,5,424000.00,424000.00,0.00,SUP-ZHD-0155,3b44922d-3de8-4a62-80bb-79b51e7ad5fa,QASIR MUKESH,supplier,"","","","","","",0
210156,e4a8e150-57e9-49ab-8457-c99b18efeafb,MH,t,a1b4ca41-8f75-439d-84d4-f83294eaad16,2090,6,594000.00,594201.00,-201.00,SUP-ZHD-0156,a1b4ca41-8f75-439d-84d4-f83294eaad16,MH,supplier,"","","","","","",0
210158,07ff3fc7-9bab-498e-843f-563cffc99a99,PAKCHINA,t,a3008fbf-4f4f-409b-83ab-fc8845344ea9,2090,1,0.00,61614.00,-61614.00,SUP-ZHD-0158,a3008fbf-4f4f-409b-83ab-fc8845344ea9,PAKCHINA,supplier,"","","","","","",0
210165,2c1a392a-0d5e-437b-82a0-54e032a16c09,NICK AFZ,t,95d7d768-f2ed-44ab-806c-f09b9e337389,2090,7,1300000.00,1379540.00,-79540.00,SUP-ZHD-0165,95d7d768-f2ed-44ab-806c-f09b9e337389,NICK AFZ,supplier,"","","","","","",0
210167,2a392e1e-672e-479f-85b9-ff6e3f9bb5e6,ZAFAR SHWL LHR,t,aa25e1e8-ba3c-4956-8256-75f18d4c7304,2090,5,786000.00,718000.00,68000.00,SUP-ZHD-0167,aa25e1e8-ba3c-4956-8256-75f18d4c7304,ZAFAR SHWL LHR,supplier,"","","","","","",0
210168,2b84aa81-f0d9-46b5-8892-cf1e8b8cfa68,GMK UK CENTRE,t,a42db517-538e-4ace-89cc-2cd7d69fe478,2090,13,2000000.00,3072870.00,-1072870.00,SUP-ZHD-0168,a42db517-538e-4ace-89cc-2cd7d69fe478,GMK UK CENTRE,supplier,"","","","","","",0
210169,762d8532-a89b-4d82-83cc-19396538d91d,GMK NOOR UK,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0169,fbedd4ae-56ad-479d-8bb3-dcdc97ab7aa2,GMK NOOR UK,supplier,70bbb899-85e5-4118-ab7f-8a1bd0814c4b,AP-SUPZHD0169,true,fbedd4ae-56ad-479d-8bb3-dcdc97ab7aa2,supplier,AP-SUPZHD0169,1
210170,a9e88740-a80c-4812-8b5e-e490ee77acf0,USMAN SHWALS LHR,t,c055d50c-bb13-4cb0-8e3b-1d2913aa90df,2090,1,0.00,189000.00,-189000.00,SUP-ZHD-0170,c055d50c-bb13-4cb0-8e3b-1d2913aa90df,USMAN SHWALS LHR,supplier,"","","","","","",0
210171,6da3b7ba-a36d-4d3d-8185-1f3173a1c236,RAHIM BNRS,t,e5188cb3-fe21-4cfc-8829-faa1649f51b0,2090,1,38000.00,0.00,38000.00,SUP-ZHD-0171,e5188cb3-fe21-4cfc-8829-faa1649f51b0,RAHIM BNRS,supplier,"","","","","","",0
210172,aa823daf-7463-42b9-8f55-c993fc6b6071,ASHRAF LACE,t,c1ec86e9-bb20-4257-87c9-fbddd7a7398b,2090,2,167000.00,167000.00,0.00,SUP-ZHD-0172,c1ec86e9-bb20-4257-87c9-fbddd7a7398b,ASHRAF LACE,supplier,"","","","","","",0
210173,6bf59b56-b9da-47bd-8aab-f62466651776,HAFIZ AWASIE THAIR GUJ,t,110abb31-9e47-4889-8eab-10782f27e937,2090,7,1036000.00,1499248.00,-463248.00,SUP-ZHD-0173,110abb31-9e47-4889-8eab-10782f27e937,HAFIZ AWASIE THAIR GUJ,supplier,"","","","","","",0
210174,8f4f4868-b67d-4f49-83b2-af077f05f472,AMIR SKT,t,a57c7e8b-5061-453b-890f-771e79e463c6,2090,12,1192000.00,1749350.00,-557350.00,SUP-ZHD-0174,a57c7e8b-5061-453b-890f-771e79e463c6,AMIR SKT,supplier,"","","","","","",0
210176,cae6546d-084d-4e7e-81ab-14280b8b6a04,KHURAM GUJ,t,9d4048e2-e5bd-41dd-891b-db002be97a13,2090,10,2967200.00,1823740.00,1143460.00,SUP-ZHD-0176,9d4048e2-e5bd-41dd-891b-db002be97a13,KHURAM GUJ,supplier,"","","","","","",0
210177,183ae8d8-75e6-4dd1-8398-788d343018a3,FAROOQ BNRS EMB,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0177,5320dd3e-4d6c-4435-8f2d-ba772132cb26,FAROOQ BNRS EMB,supplier,9cb7a997-7473-4f8d-b4e5-708d72e86dd4,AP-SUPZHD0177,true,5320dd3e-4d6c-4435-8f2d-ba772132cb26,supplier,"",1
210178,54c32fb5-6280-41cf-81ae-6313572b0333,MOHSIN BNRS,f,"",2090,0,0.00,0.00,0.00,SUP-ZHD-0178,081d0286-49a3-48eb-8429-2123cd65698a,MOHSIN BNRS,supplier,6d4bb3fb-0b5a-46e6-9f5f-d541d3e7cfe3,AP-SUPZHD0178,true,081d0286-49a3-48eb-8429-2123cd65698a,supplier,AP-SUPZHD0178,1
210179,9e8292cf-a387-4f55-8ad2-febb4cb6b7d8,WALI SARDAR,t,59f1cdf3-0b3d-4b5c-8aca-5f927a5ef6d9,2090,1,0.00,255300.00,-255300.00,SUP-ZHD-0179,59f1cdf3-0b3d-4b5c-8aca-5f927a5ef6d9,WALI SARDAR,supplier,"","","","","","",0
210180,08ad8d5b-2237-4452-82f8-695f6c72aef8,HAMZA GUJ,t,c8aa0af1-5e0d-4a69-86bb-66c15f371737,2090,5,747000.00,558830.00,188170.00,SUP-ZHD-0180,c8aa0af1-5e0d-4a69-86bb-66c15f371737,HAMZA GUJ,supplier,"","","","","","",0
210181,818356fd-55b7-4eca-8fa1-58c6eb0a516b,PRINTED KARACHI,t,256af5fd-f555-4c0e-8073-d779ce6cc7cc,2090,3,805000.00,0.00,805000.00,SUP-ZHD-0181,256af5fd-f555-4c0e-8073-d779ce6cc7cc,PRINTED KARACHI,supplier,"","","","","","",0
210182,b7e593ba-9a87-46ac-8cf5-8f4d15317128,MAQSOOD KG,t,d3af3476-6aec-4b8a-8be2-28892a6324f9,2090,2,600000.00,0.00,600000.00,SUP-ZHD-0182,d3af3476-6aec-4b8a-8be2-28892a6324f9,MAQSOOD KG,supplier,"","","","","","",0
210184,d24566c2-a591-4abc-8516-ef0b8dee255b,SUFYAN GUJ,t,9cd099e3-de0b-411f-85b9-beb73a10ff8a,2090,4,430000.00,232000.00,198000.00,SUP-ZHD-0184,9cd099e3-de0b-411f-85b9-beb73a10ff8a,SUFYAN GUJ,supplier,"","","","","","",0
210185,d1205781-df40-4825-868d-1732a4e05ef6,LATIF MUKESH,t,800f1fd9-9237-4634-81da-6efbb688298e,2090,2,250000.00,0.00,250000.00,SUP-ZHD-0185,800f1fd9-9237-4634-81da-6efbb688298e,LATIF MUKESH,supplier,"","","","","","",0
